
2026/07/19 (23:06:47) | WARNING: ROCm SMI: Failed to get PCIe throughput

2026/07/19 (23:36:51) | ===> btop++ v.1.3.2
2026/07/19 (23:36:51) | WARNING: ROCm SMI: Failed to get device name
2026/07/19 (23:36:51) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C
2026/07/19 (23:36:51) | WARNING: ROCm SMI: Failed to get PCIe throughput

2026/07/19 (23:44:13) | ===> btop++ v.1.3.2
2026/07/19 (23:44:13) | WARNING: ROCm SMI: Failed to get device name
2026/07/19 (23:44:13) | WARNING: ROCm SMI: Failed to get maximum GPU temperature, defaulting to 110°C
2026/07/19 (23:44:13) | WARNING: ROCm SMI: Failed to get PCIe throughput
